node	age.min	age.max	soft.bounds	gn_node	event	shared_speciation_group	mirror_role	prior_emitted
14	117.028	1000	NA	n89	R	NA	NA	NA
17	9.37999000000001	9.38000000000001	TRUE	n13	S	s2	NA	NA
18	117.02797	117.028	TRUE	n19	S	s1	NA	NA
19	9.37999000000001	9.38000000000001	TRUE	n16	S	s2	NA	NA
20	117.02798	117.028	TRUE	n40	S	s1	NA	NA
22	9.37999000000001	9.38000000000001	TRUE	n25	S	s2	NA	NA
23	9.37999000000001	9.38000000000001	TRUE	n28	S	s2	NA	NA
