node	age.min	age.max	soft.bounds	event
43	435.32407462	435.32407462	NA	R
44	351.75848322	351.75848322	NA	S
48	96.4623891700001	158.59758758	NA	D
50	61.9659885200001	61.9659885200001	NA	S
54	89.8231874200001	89.8231874200001	NA	S
55	43.1512963500001	43.1512963500001	NA	S
67	29.4415468200001	29.4415468200001	NA	S
69	1.13686837721616e-13	82.1407988900001	NA	D
79	20.8874174000001	20.8874174000001	NA	S
81	229.90276097	229.90276097	NA	S
82	148	148	NA	S
83	119.36353222	119.36353222	NA	S
